entrada_A.G.,entrada_C.P.,entrada_CRR,entrada_CSS,id_proyecto,num_comisiones,num_sesiones,origen,presentado_por,sanciona_A.G.,sanciona_CRR,sanciona_CSS,sanciona_PE,tipo,titulo
,,,2018-02-20 00:00:00,138454,1,1,Cámara Senadores,"Larrañaga, Jorge",,,,,PROYECTO DE LEY,PENA RECLUSIÓN PERMANENTE. REGULACIÓN.
,,,2018-02-19 00:00:00,138434,1,1,Cámara Senadores,"Larrañaga, Jorge",,,,,PROYECTO DE LEY,DELITOS GRAVES. PENAS. CUMPLIMIENTO EFECTIVO.
,,,2017-12-05 00:00:00,137773,1,1,Cámara Senadores,"Larrañaga, Jorge",,,,,PROYECTO DE LEY,CÓDIGO PENAL. MODIFICACIÓN. AMENAZAS OPERADORES JURÍDICOS. TIPIFICACIÓN.
,,,2017-11-28 00:00:00,137718,1,1,Cámara Senadores,"Larrañaga, Jorge",,,,,PROYECTO DE LEY,AGENCIA MONITOREO AMBIENTAL. CREACIÓN.
,,,2017-11-28 00:00:00,137720,1,1,Cámara Senadores,"Larrañaga, Jorge",,,,,PROYECTO DE LEY,SISTEMA NEGOCIACIÓN COLECTIVA. MODIFICACIÓN.
,,,2017-11-14 00:00:00,137499,1,1,Cámara Senadores,"Larrañaga, Jorge",,,,,PROYECTO DE LEY,ORGANISMOS PÚBLICOS. TARJETAS CORPORATIVAS. OTORGAMIENTO. PROHIBICIÓN.
,,,2017-09-26 00:00:00,136766,1,2,Cámara Senadores,"Larrañaga, Jorge",,,2017-10-11 00:00:00,,MINUTA DE COMUNICACION,SEGURIDAD SOCIAL MILITAR. REFORMA. MINUTA COMUNICACIÓN.
,,,2016-04-06 00:00:00,128969,1,1,Cámara Senadores,"Larrañaga, Jorge",,,,,PROYECTO DE LEY,SEDES DIPLOMATICAS Y EDIFICIOS PUBLICOS. CUSTODIA. FUERZAS ARMADAS. HABILITACION.
,,,2016-04-06 00:00:00,128968,1,2,Cámara Senadores,"Larrañaga, Jorge",,,,,PROYECTO DE LEY,DELITOS VARIOS. COMPLICIDAD. AGRAVANTES.
,,,2016-04-06 00:00:00,128970,1,2,Cámara Senadores,"Larrañaga, Jorge",,,,,PROYECTO DE LEY,CODIGO NIÑEZ Y ADOLESCENCIA. PRIVACION LIBERTAD. MENORES INFRACTORES. MODIFICACION.
,,,2016-04-06 00:00:00,128966,1,2,Cámara Senadores,"Larrañaga, Jorge",,,,,PROYECTO DE LEY,HOGARES. VENTA DROGAS. DELITO. TIPIFICACION.
,,,2016-04-06 00:00:00,128967,1,2,Cámara Senadores,"Larrañaga, Jorge",,,,,PROYECTO DE LEY,DROGAS. VENTA Y TRAFICO. AGRAVANTES.
,,,2016-04-06 00:00:00,128976,1,2,Cámara Senadores,"Larrañaga, Jorge",,,,,PROYECTO DE LEY,ABIGEATO. LEGITIMA DEFENSA AMBITO RURAL. NORMAS. MODIFICACION.
,,,2016-04-06 00:00:00,128977,1,2,Cámara Senadores,"Larrañaga, Jorge",,,,,PROYECTO DE LEY,ARMAS NO LETALES.  PROCEDIMIENTO POLICIAL. MARCO NORMATIVO. MODIFICACION.
,,,2016-04-06 00:00:00,128975,1,2,Cámara Senadores,"Larrañaga, Jorge",,,,,PROYECTO DE LEY,MENORES INFRACTORES. CODIGO PENAL. MODIFICACION.
,,,2016-04-06 00:00:00,128974,1,1,Cámara Senadores,"Larrañaga, Jorge",,,,,PROYECTO DE LEY,GUARDIA NACIONAL. CREACIÓN.
,,,2016-04-06 00:00:00,128971,1,2,Cámara Senadores,"Larrañaga, Jorge",,,,,PROYECTO DE LEY,CODIGO NIÑEZ Y ADOLESCENCIA. ANTECEDENTES PENALES MENORES INFRACTORES. MODIFICACION.
,,,2015-06-08 00:00:00,124889,1,2,Cámara Senadores,"Larrañaga, Jorge",,,,,PROYECTO DE LEY,DEFENSOR NACIONAL MEDIO AMBIENTE. CREACION.
,,2017-12-05 00:00:00,,137815,0,2,Cámara Representantes,"Lamorte, Aldo",,,,,PEDIDO DE INFORMES,"DELEGACION URUGUAYA ONU. TERCERA COMISION SOCIAL, HUMANITARIA Y CULTURAL. INSTRUCCIONES. INFORMES."
,,2018-09-12 00:00:00,,141283,0,2,Cámara Representantes,"Lamorte, Aldo",,,,,PEDIDO DE INFORMES,MURALES TUNEL INTERSECCION AVENIDAS 8 DE OCTUBRE  Y 18 DE JULIO. INTERVENCION. INFORMES.
,,2017-10-04 00:00:00,,137006,0,2,Cámara Representantes,"Lamorte, Aldo",,,,,PEDIDO DE INFORMES,MVOTMA. FONDO GARANTIA ALQUILERES. FIANZAS OTORGADAS. MOROSIDAD. INFORMES.
,,2017-10-04 00:00:00,,137004,0,2,Cámara Representantes,"Lamorte, Aldo",,,,,PEDIDO DE INFORMES,MEF. FONDO GARANTIA ALQUILERES. FIANZAS OTORGADAS. MOROSIDAD. INFORMES.
,,2017-07-12 00:00:00,,135846,0,1,Cámara Representantes,"Lamorte, Aldo",,,,,PEDIDO DE INFORMES,"DETENIDOS DELITOS VIOLENTOS. CONTROLES SICOLOGICOS, INFORMES."
,,2019-03-29 00:00:00,,143045,1,1,Cámara Representantes,"Lamorte, Aldo",,,,,PROYECTO DE LEY,ORGANISMOS ESTADO. INFORMACION. INTERCAMBIO ELECTRONICO. OBLIGATORIEDAD.
,,2017-12-06 00:00:00,,137831,1,1,Cámara Representantes,"Lamorte, Aldo",,,,,PROYECTO DE LEY,DIA NACIONAL ENFERMEDADES RARAS - 30 AGOSTO. DECLARACION.
,,2017-07-24 00:00:00,,135870,1,1,Cámara Representantes,"Lamorte, Aldo",,,,,PROYECTO DE LEY,PROGRAMA NACIONAL ENFERMEDADES RARAS. CREACION
,,2015-11-11 00:00:00,,127303,1,1,Cámara Representantes,"Lamorte, Aldo; Lancaster, Elena; Mahía, José Carlos; Pintado Sabini, Luis Eduardo; Radío, Daniel; Rubio, Eduardo",,2015-11-11 00:00:00,,,RESOLUCION,"GARCIA NIN, Martín. RETRATO. COLOCACION SALA SECRETARIA CAMARA REPRESENTANTES. AUTORIZACION."
,,2015-12-01 00:00:00,,127676,1,1,Cámara Representantes,"Lamorte, Aldo",,,,,PROYECTO DE LEY,CONSTRUCCIONES. VICIOS O DEFECTOS. RESPONSABILIDAD. CODIGO CIVIL. MODIFICACION.
,,2015-11-17 00:00:00,,127426,1,2,Cámara Representantes,"Lamorte, Aldo",,,,,PROYECTO DE LEY,BONO EDUCATIVO. CREACION.
,,2015-06-17 00:00:00,,125054,1,2,Cámara Representantes,"Lamorte, Aldo",,,,,PROYECTO DE LEY,DATOS PERSONALES. PROTECCION. NORMAS. INCLUSION ORGANISMOS ESTADO.
,,2018-12-05 00:00:00,,142065,1,1,Cámara Representantes,"Abdala, Pablo; Lústemberg Haro, María Cristina",,,,,PROYECTO DE LEY,AHOGAMIENTO INFANTIL. PROGRAMA PREVENCIÓN. CREACIÓN.
,,2018-09-19 00:00:00,,141316,1,1,Cámara Representantes,"Civila, Gonzalo; Da Rosa, Gustavo; De los Santos, Oscar; Lústemberg Haro, María Cristina; Pozzi, Jorge; Varela Nestier, Carlos",,,,,PROYECTO DE LEY,"PRIMERA INFANCIA. GARANTIAS, DESARROLLO, ATENCION, EDUCACION Y PROTECCION INTEGRAL."
,,2018-09-04 00:00:00,,141115,1,1,Cámara Representantes,"Battistoni, Julio; Chiazzaro, Roberto; Gallo Cantera, Luis Enrique; Gelman, Macarena; Lústemberg Haro, María Cristina; Núñez, Gerardo; Sabini, Sebastián; Viel, Stella",,,,,PROYECTO DE LEY,CANNABIS PSICOACTIVO. CONTROL. REGIMEN. MODIFICACION.
,,,2015-11-13 00:00:00,127380,0,1,Cámara Senadores,"Martínez Huelmo, Rubén",,,,,PEDIDO DE INFORMES,VENEZUELA. ELECCIONES PARLAMENTARIAS. ACUERDO UNASUR. INFORMACIÓN
,,,2018-12-05 00:00:00,142059,0,2,Cámara Senadores,"Martínez Huelmo, Rubén",,,,,PEDIDO DE INFORMES,GRAL. LEANDRO GÓMEZ. RESTOS MORTALES. HURTO. INFORMES.
,,,2017-11-21 00:00:00,137715,1,2,Cámara Senadores,"Martínez Huelmo, Rubén",,,2017-12-19 00:00:00,,MINUTA DE COMUNICACION,"""GUARDA E PASSA"". ASOCIACIÓN CORAL. INTERÉS CULTURAL. DECLARACIÓN."
,,,2019-03-25 00:00:00,143024,0,1,Cámara Senadores,"Mieres, Pablo",,,,,PEDIDO DE INFORMES,PROTECCIÓN DERECHOS ARTÍSTAS INTÉRPRETES Y EJECUTANTES. OBRAS AUDIOVISUALES. TRATADO BEIJING. RATIFICACIÓN. INFORMES.
,,,2018-12-19 00:00:00,142225,0,1,Cámara Senadores,"Mieres, Pablo",,,,,PEDIDO DE INFORMES,BOYA PETROLERA JOSÉ IGNACIO (MALDONADO). DERRAME PETRÓLEO. INFORMES.
,,,2018-12-20 00:00:00,142238,0,2,Cámara Senadores,"Mieres, Pablo",,,,,PEDIDO DE INFORMES,ANTEL ARENA. CONSTRUCCIÓN. COSTO TOTAL. INFORMES.
,,,2018-12-13 00:00:00,142167,0,1,Cámara Senadores,"Mieres, Pablo",,,,,PEDIDO DE INFORMES,ANTEL ARENA. CONSTRUCCIÓN. ORGANISMOS PÚBLICOS. EROGACIONES Y GASTOS. INFORMES.
,,,2018-08-17 00:00:00,140898,0,1,Cámara Senadores,"Mieres, Pablo",,,,,PEDIDO DE INFORMES,TALA ÁRBOLES. EMPALME RUTAS 3 Y 26. INFORMES.
,,,2018-12-13 00:00:00,142168,0,1,Cámara Senadores,"Mieres, Pablo",,,,,PEDIDO DE INFORMES,ANTEL ARENA. CONSTRUCCIÓN. EMPRESAS VINCULADAS. CONTRATOS. INFORMES.
,,,2018-04-02 00:00:00,139030,0,1,Cámara Senadores,"Mieres, Pablo",,,,,PEDIDO DE INFORMES,JEFE POLICÍA CERRO LARGO (DPTO.) SUSTITUCIÓN. INFORMES
,,,2018-06-28 00:00:00,140256,0,1,Cámara Senadores,"Mieres, Pablo",,,,,PEDIDO DE INFORMES,COOPERATIVAS SOCIALES Y DE TRABAJO. FUNCIONAMIENTO. RÉGIMEN. INFORMES.
,,,2018-07-05 00:00:00,140392,0,2,Cámara Senadores,"Mieres, Pablo",,,,,PEDIDO DE INFORMES,SERVICIO AMBULANCIAS HOSPITAL MELO (CERRO LARGO). INFORMES.
,,,2018-06-28 00:00:00,140255,0,2,Cámara Senadores,"Mieres, Pablo",,,,,PEDIDO DE INFORMES,ANTEL ARENA. CONSTRUCCIÓN. CONTRATOS. INFORMES.
,,,2018-03-21 00:00:00,138961,0,3,Cámara Senadores,"Mieres, Pablo",,,,,PEDIDO DE INFORMES,CANDOMBE. PROMOCIÓN Y DIFUSIÓN. INFORMES.
,,,2018-03-21 00:00:00,138968,0,2,Cámara Senadores,"Mieres, Pablo",,,,,PEDIDO DE INFORMES,RUTA 43 TRAMO BLANQUILLO (DURAZNO) - SAN GREGORIO DE POLANCO (TACUAREMBÓ). OBRAS. INFORMES.
,,,2018-03-01 00:00:00,138593,0,2,Cámara Senadores,"Mieres, Pablo",,,,,PEDIDO DE INFORMES,AVIÓN VENEZOLANO. ARRIBO TERRITORIO NACIONAL. TRÁMITES MIGRATORIOS. INFORMES.
,,,2018-03-01 00:00:00,138594,0,2,Cámara Senadores,"Mieres, Pablo",,,,,PEDIDO DE INFORMES,AVION VENEZOLANO. ARRIBO TERRITORIO NACIONAOL. TRAMITES ADUANEROS. INFORMES.
,,,2018-03-01 00:00:00,138595,0,2,Cámara Senadores,"Mieres, Pablo",,,,,PEDIDO DE INFORMES,AVIÓN VENEZOLANO. AEROPUERTO INTERNACIONAL CARRASCO. ARRIBO. REGISTROS. INFORMES.
,,,2018-02-21 00:00:00,138499,0,2,Cámara Senadores,"Mieres, Pablo",,,,,PEDIDO DE INFORMES,AFE-SINDICATO UNIÓN FERROVIARIA. ACUERDO. INFORMES.
,,,2018-02-14 00:00:00,138426,0,2,Cámara Senadores,"Mieres, Pablo",,,,,PEDIDO DE INFORMES,COMANDO EJERCITO (GENERAL). PINTURA VEHÍCULOS. COMPRA DIRECTA AMPLIADA. ADJUDICACIÓN. INFORMES.
,,,2017-10-04 00:00:00,136908,0,3,Cámara Senadores,"Mieres, Pablo",,,,,PEDIDO DE INFORMES,OSE. COLONIA (DEPARTAMENTO). OBRAS INFRAESTRUCTURA. INFORMES.
,,,2017-09-26 00:00:00,136768,0,3,Cámara Senadores,"Mieres, Pablo",,,,,PEDIDO DE INFORMES,INTERNET. COBERTURA. CERRO LARGO. INFORMES.
,,,2017-07-17 00:00:00,135784,0,1,Cámara Senadores,"Mieres, Pablo",,,,,PEDIDO DE INFORMES,COMBUSTIBLE REFINADO. COMBUSTIBLE IMPORTADO. PRECIO. COMPARACIÓN. INFORMES.
,,,2017-08-16 00:00:00,136285,0,1,Cámara Senadores,"Mieres, Pablo",,,,,PEDIDO DE INFORMES,DIRECTORIO ALUR. VIAJES Y VIÁTICOS. PERÍODO 2011-2015. INFORMES
,,,2017-07-12 00:00:00,135706,0,2,Cámara Senadores,"Mieres, Pablo",,,,,PEDIDO DE INFORMES,LICEO Nº 1 SALTO. PRINCIPIO LAICIDAD. VIOLACIÓN. INFORMES
,,,2017-07-12 00:00:00,135676,0,2,Cámara Representantes,"Mieres, Pablo",,,,,PEDIDO DE INFORMES,ANCAP. REESTRUCTURA GERENCIAL. INFORMES.
,,,2017-06-26 00:00:00,135438,0,2,Cámara Senadores,"Mieres, Pablo",,,,,PEDIDO DE INFORMES,EXPLORACIÓN HIDROCARBUROS. PERFORACIONES. SALTO Y PAYSANDÚ. INFORMES.
,,,2017-06-22 00:00:00,135370,0,2,Cámara Senadores,"Mieres, Pablo",,,,,PEDIDO DE INFORMES,INUNDACIONES LITORAL NORTE PAIS. RECURSOS DESTINADOS. INFORMES.
,,,2017-06-22 00:00:00,135373,0,2,Cámara Senadores,"Mieres, Pablo",,,,,PEDIDO DE INFORMES,INUNDACIONES LITORAL NORTE PAÍS. REALOJO FAMILIAS. INFORMES.
,,,2017-06-12 00:00:00,135216,0,1,Cámara Senadores,"Mieres, Pablo",,,,,PEDIDO DE INFORMES,ALUR. TARJETAS CORPORATIVAS. INFORMES.
,,,2017-02-20 00:00:00,133665,0,3,Cámara Senadores,"Mieres, Pablo",,,,,PEDIDO DE INFORMES,FONDO VIVIENDA POLICIAL. RECURSOS ASIGNADOS. INFORMES.
,,,2017-02-14 00:00:00,133592,0,2,Cámara Senadores,"Mieres, Pablo",,,,,PEDIDO DE INFORMES,ANCAP. COMPRAS CRUDO. MECANISMOS DE CONTROL. INFORMES.
,,,2016-12-19 00:00:00,133207,0,2,Cámara Senadores,"Mieres, Pablo",,,,,PEDIDO DE INFORMES,PLAN JUNTOS. GESTIÓN. RESULTADOS. INFORMES
,,,2016-11-22 00:00:00,132774,0,2,Cámara Senadores,"Mieres, Pablo",,,,,PEDIDO DE INFORMES,INFORMES. ANCAP. SOCIEDADES PRIVADAS. MEF.
,,,2016-12-09 00:00:00,133112,0,2,Cámara Senadores,"Mieres, Pablo",,,,,PEDIDO DE INFORMES,CARMELO - BUENOS AIRES. TRANSPORTE FLUVIAL DE PASAJEROS. SERVICIO. INFORMES
,,,2016-11-17 00:00:00,132749,0,2,Cámara Senadores,"Mieres, Pablo",,,,,PEDIDO DE INFORMES,PLANTA ALUR (DEPTO ARTIGAS). CONSTRUCCIÓN. INFORMES.
,,,2016-10-05 00:00:00,131978,0,1,Cámara Senadores,"Mieres, Pablo",,,,,PEDIDO DE INFORMES,LEY INCLUSIÓN FINANCIERA. APLICACIÓN. COMERCIOS. INFORMES.
,,,2016-11-08 00:00:00,132527,0,1,Cámara Senadores,"Mieres, Pablo",,,,,PEDIDO DE INFORMES,TNU. PROGRAMACIÓN. PUBLICACIÓN WEB. INFORMES.
,,,2016-10-28 00:00:00,132377,0,2,Cámara Senadores,"Mieres, Pablo",,,,,PEDIDO DE INFORMES,UDELAR. CERRO LARGO. ACTIVIDADES. INFORMES.
,,,2016-09-27 00:00:00,131830,0,2,Cámara Senadores,"Mieres, Pablo",,,,,PEDIDO DE INFORMES,ANCAP. PARTICIPACIÓN ACCIONARIA. SOCIEDADES COMERCIALES. GESTIÓN. INFORMES.
,,,2016-09-16 00:00:00,131691,0,2,Cámara Senadores,"Mieres, Pablo",,,,,PEDIDO DE INFORMES,FRIPUR S.A. SITUACIÓN TRIBUTARIA. INFORMES.
,,,2016-09-13 00:00:00,131622,0,2,Cámara Senadores,"Mieres, Pablo",,,,,PEDIDO DE INFORMES,ANEP. 2017-2018. PLANES DE ESTUDIO. REFORMA. INFORMES.
,,,2016-08-16 00:00:00,131239,0,2,Cámara Senadores,"Mieres, Pablo",,,,,PEDIDO DE INFORMES,PLANTA DE CAL (TREINTA Y TRES). FUNCIONAMIENTO. INFORMES.
,,,2019-02-14 00:00:00,142492,1,1,Cámara Senadores,"Mieres, Pablo",,,,,PROYECTO DE LEY,DERECHOS AUTOR. PLAZOS. MODIFICACION.
,,,2019-03-25 00:00:00,143026,1,1,Cámara Senadores,"Mieres, Pablo",,,,,PROYECTO DE LEY,LEY DE ACCESO A LA INFORMACIÓN PÚBLICA. OFICINAS. POTESTADES. MODIFICACIÓN.
,,,2018-06-14 00:00:00,140181,1,1,Cámara Senadores,"Mieres, Pablo",,,,,PROYECTO DE LEY,SERVICIOS COMUNICACIÓN AUDIOVISUAL. MODIFICACIÓN.
,,,2018-06-14 00:00:00,140183,1,1,Cámara Senadores,"Mieres, Pablo",,,,,PROYECTO DE LEY,INCLUSIÓN FINANCIERA. PAGO ARRENDAMIENTO O CUOTA ADQUISICIÓN VIVIENDA. COSTOS. EXONERACIÓN.
,,,2017-11-13 00:00:00,137468,1,1,Cámara Senadores,"Mieres, Pablo",,,,,PROYECTO DE LEY,"ENTES AUTÓNOMOS, SERVICIOS DESCENTRALIZADOS Y EMPRESAS PRIVADAS DE PROPIEDAD ESTATAL. PROVISIÓN CARGOS GERENCIALES. CONCURSOS OPOSICIÓN Y MÉRITOS. OBLIGATORIEDAD."
,,,2018-02-07 00:00:00,138320,1,1,Cámara Senadores,"Mieres, Pablo",,,,,PROYECTO DE LEY,FUERZAS ARMADAS. CUSTODIA ZONAS FRONTERIZAS. CONDUCTA. REGULACIÓN.
,,,2017-11-13 00:00:00,137470,1,1,Cámara Senadores,"Mieres, Pablo",,,,,PROYECTO DE LEY,JUNTA DE TRANSPARENCIA Y ÉTICA PÚBLICA (JUTEP). COMPETENCIAS Y FACULTADES DE INVESTIGACIÓN. AMPLIACIÓN.
,,2018-12-14 00:00:00,2018-08-15 00:00:00,140834,2,5,Cámara Senadores,"Mieres, Pablo",,2018-12-20 00:00:00,2018-12-12 00:00:00,2018-12-28 00:00:00,LEY,FISCALÍA GENERAL DE LA NACIÓN. FONDO DE PERITAJES. CREACIÓN.
,,,2017-11-13 00:00:00,137474,1,1,Cámara Senadores,"Mieres, Pablo",,,,,PROYECTO DE LEY,EXCEPCIONES DEL ARTÍCULO 33 DEL TOCAF. TRIBUNAL DE CUENTAS. ESTUDIO DE PERTINENCIA.
,,,2017-11-13 00:00:00,137476,1,1,Cámara Senadores,"Mieres, Pablo",,,,,PROYECTO DE LEY,SUBSIDIO. CARGOS PÚBICOS. CRITERIOS DE ASIGNACIÓN. MODIFICACIÓN
,,,2017-11-13 00:00:00,137475,1,1,Cámara Senadores,"Mieres, Pablo",,,,,PROYECTO DE LEY,OBSERVACIONES DEL TRIBUNAL DE CUENTAS. SE ASIGNA EFECTO SUSPENSIVO
,,,2017-07-12 00:00:00,135672,1,1,Cámara Senadores,"Mieres, Pablo",,,,,PROYECTO DE LEY,PEDIDOS INFORMES LEGISLADORES. CONTESTACION. PLAZO. MODIFICACION.
,,,2017-06-12 00:00:00,135217,1,1,Cámara Senadores,"Mieres, Pablo",,,,,PROYECTO DE LEY,TRABAJADORES HOGAR DE ANCIANOS Y/O INSTITUCIONES PERSONAS CON DISCAPACIDAD. COMPUTO JUBILATORIO. BONIFICACION.
,,,2017-06-15 00:00:00,135298,1,1,Cámara Senadores,"Mieres, Pablo",,,,,PROYECTO DE MINUTA DE COMUNICACION,HOGARES ANCIANOS. INSTITUCIONES ATENCION DISCAPACITADOS. TRABAJADORES. COMPUTO JUBILATORIO. BONIFICACION.
,,,2017-06-12 00:00:00,135218,1,1,Cámara Senadores,"Mieres, Pablo",,,,,PROYECTO DE LEY,ENTES AUTONOMOS Y SERVICIOS DESCENTRALIZADOS. DIRECTORES Y GERENTES. TARJETAS CORPORATIVAS. EMISION. PROHIBICION.
,,,2017-03-21 00:00:00,134953,0,2,Cámara Senadores,"Mieres, Pablo; Passada, Ivonne",,,2017-05-03 00:00:00,,MINUTA DE COMUNICACION,PROFESIONALES UNIVERSITARIOS NO INCLUIDOS EN CAJA PROFESIONALES. EJERCICIO PROFESION POST JUBILACION. HABILITACION.
,,,2017-03-21 00:00:00,134954,0,2,Cámara Senadores,"Mieres, Pablo; Passada, Ivonne",,,2017-05-03 00:00:00,,MINUTA DE COMUNICACION,LICENCIA POR PATERNIDAD. EXTENSION. FALLECIMIENTO O INCAPACIDAD ABSOLUTA DE LA MADRE DURANTE PARTO O PUERPERIO.
,,,2017-03-21 00:00:00,134955,0,2,Cámara Senadores,"Mieres, Pablo; Passada, Ivonne",,,2017-05-03 00:00:00,,MINUTA DE COMUNICACION,SUBSIDIOS Y LICENCIA MATERNIDAD Y PATERNIDAD TRABAJADOR ACTIVIDAD PRIVADA. REGIMEN. MODIFICACION.
,,,2017-02-23 00:00:00,133672,1,1,Cámara Senadores,"Mieres, Pablo",,,,,PROYECTO DE LEY,TARJETAS CRÉDITO. ARANCELES. REGULACIÓN.
,,2017-05-16 00:00:00,,134862,1,1,Cámara Representantes,"Bistolfi, Marcelo; Matiaude, Graciela; Montaner Formoso, Susana; Peña, Adrián; Rapela, Valentina; Reisch, Nibia; Verri, Walter",,,,,PROYECTO DE LEY,PROGRAMA PROMOCION EMPLEO E INSERCION LABORAL. CREACION.
,,2017-03-07 00:00:00,,133767,1,1,Cámara Representantes,"Matiaude, Graciela; Montaner Formoso, Susana; Reisch, Nibia",,,,,PROYECTO DE LEY,PERSONAS EXTRAVIADAS O AUSENTES. IMPRESION FOTOGRAFICA ENVASES INDUSTRIA NACIONAL.
,,2017-02-15 00:00:00,,133611,1,1,Cámara Representantes,"Matiaude, Graciela; Montaner Formoso, Susana; Rapela, Valentina; Reisch, Nibia",,,,,PROYECTO DE LEY,REPRODUCCION HUMANA ASISTIDA. EDAD MUJER. TOPE. PLAZO. PRORROGA.
,,2015-07-23 00:00:00,,125605,1,1,Cámara Representantes,"Dastugue, Álvaro; Matiaude, Graciela; Silvera, Washington",,,,,PROYECTO DE MINUTA DE COMUNICACION,ENFERMEROS AUXILIARES Y PROFESIONALES. COMPUTO JUBILATORIO. SERVICIO BONIFICADO. INCLUSION.
,,2016-03-08 00:00:00,,128585,1,1,Cámara Representantes,"Matiaude, Graciela",,,,,PROYECTO DE LEY,BENEFICIARIAS PLANES MIDES. C0MPROBANTE ESTUDIOS GINECOLOGICOS. REQUISITO.
,,,2019-04-10 00:00:00,143188,0,0,Cámara Senadores,"Matiaude, Graciela",,,,,PEDIDO DE INFORMES,SEGURO PARCIAL EMERGENCIA MÉDICA. ASOCIACIÓN ESPAÑOLA. CREACIÓN. INFORMES.
,,2019-02-18 00:00:00,,142583,0,1,Cámara Representantes,"Matiaude, Graciela",,,,,PEDIDO DE INFORMES,OSE. COSTA DE ORO (CANELONES). AGUA POTABLE. PROBLEMAS SUMINISTRO. CALIDAD. INFORMES.
,,2019-02-18 00:00:00,,142585,0,1,Cámara Representantes,"Matiaude, Graciela",,,,,PEDIDO DE INFORMES,AGUA POTABLE COSTA DE ORO (CANELONES). CONTAMINACION. PERSONAS AFECTADAS. INFORMES
,,2018-10-11 00:00:00,,141562,0,3,Cámara Representantes,"Matiaude, Graciela",,,,,PEDIDO DE INFORMES,ASSE. CENTROS ASISTENCIALES. LISTADO. INFORMES.
,,2018-08-14 00:00:00,,140835,0,2,Cámara Representantes,"Matiaude, Graciela",,,,,PEDIDO DE INFORMES,BSE. PAGO CORREDOR. IRREGULARIDAD. INFORMES.
,,2018-07-31 00:00:00,,140628,0,2,Cámara Representantes,"Matiaude, Graciela; Reisch, Nibia",,,,,PEDIDO DE INFORMES,"DHIAB, Jihad. SALIDA PAIS.  IDENTIDAD Y DOCUMENTACION APRÓCRIFA. INFORMES."
,,2018-07-23 00:00:00,,140633,0,1,Cámara Representantes,"Matiaude, Graciela; Reisch, Nibia",,,,,PEDIDO DE INFORMES,"DHIAB,  Jihad. VIAJE. CONTROL MIGRATORIO. INFORMES."
,,2018-07-23 00:00:00,,140631,0,2,Cámara Representantes,"Matiaude, Graciela",,,,,PEDIDO DE INFORMES,"SENDIC, Raul. AUTORIZACION JUDICIAL. SALIDA PAIS. INFORMES."
,,2018-03-19 00:00:00,,139034,0,2,Cámara Representantes,"Matiaude, Graciela",,,,,PEDIDO DE INFORMES,CARRERA DIPLOMATICA. DESTINOS. CRITERIOS DESIGNACION. INFORMES.
,,2018-03-06 00:00:00,,138712,0,1,Cámara Representantes,"Matiaude, Graciela",,,,,PEDIDO DE INFORMES,MINISTERIO INTERIOR. ASALTO SUPERMERCADO. LESIONES PERSONA VIGILANCIA Y SEGURIDAD. CUMPLIMIENTO REQUISITOS HABILITACION DIRECCION GENERAL DE FISCALIZACION DE EMPRESAS. INFORMES.
,,2018-02-20 00:00:00,,138657,0,2,Cámara Representantes,"Matiaude, Graciela",,,,,PEDIDO DE INFORMES,DROGAS. INCAUTACION PERIODO 2013 - 2018. INFORMES.
,,2018-03-06 00:00:00,,138716,0,3,Cámara Representantes,"Matiaude, Graciela",,,,,PEDIDO DE INFORMES,ASALTO SUPERMERCADO. LESIONES PERSONAL SEGURIDAD. ATENCION MEDICA ASSE. INFORMES.
,,2018-03-06 00:00:00,,138718,0,2,Cámara Representantes,"Matiaude, Graciela",,,,,PEDIDO DE INFORMES,ASALTO SUPERMERCADO. LESIONES TRABAJADOR VENEZOLANO VIGILANCIA Y SEGURIDAD. SITUACION LABORAL. INFORMES.
,,2018-03-06 00:00:00,,138720,0,2,Cámara Representantes,"Matiaude, Graciela",,,,,PEDIDO DE INFORMES,BPS. SELECCION Y CAPACITACION BECARIOS PARA ASESORAMIENTO CINCUENTONES. INFORMES.
,,2017-09-26 00:00:00,,136963,0,1,Cámara Representantes,"Matiaude, Graciela",,,,,PEDIDO DE INFORMES,CHIP CANINO. COLOCACION. FISCALIZACION. INFORMES.
,,2017-06-22 00:00:00,,135467,0,2,Cámara Representantes,"Matiaude, Graciela",,,,,PEDIDO DE INFORMES,SERVICIOS RETIRO Y PENSIONES FUERZAS ARMADAS. MONTO RECAUDADO IASS Y MONTEPIO PERIODO 2015-2016. INFORMES.
,,2017-06-22 00:00:00,,135468,0,2,Cámara Representantes,"Matiaude, Graciela",,,,,PEDIDO DE INFORMES,"MDN. COMANDO GENERAL EJERCITO, ARMADA Y FUERZA AEREA. MONTO CUENTA UNICA PERIODO 2015-2016. INFORMES."
,,2017-05-30 00:00:00,,135087,0,2,Cámara Representantes,"Matiaude, Graciela",,,,,PEDIDO DE INFORMES,FONASA. ESTAFA. PRESUNCION. INVESTIGACION MSP. INFORMES.
,,2017-05-30 00:00:00,,135088,0,2,Cámara Representantes,"Matiaude, Graciela",,,,,PEDIDO DE INFORMES,FONASA. ESTAFA. INVESTIGACION ADMINISTRATIVA. MTSS. INFORMES.
,,2016-09-08 00:00:00,,131630,0,2,Cámara Representantes,"Matiaude, Graciela",,,,,PEDIDO DE INFORMES,HOGAR ESCUELA HORIZONTE. DENUNCIAS PERIODISTICAS VIOLACION DDHH. INFORMES.
